Probdriverdeath,carleft_impdeath,carfront_impdeath,so_lowerhingepillarmaxcm,so_footrestcm,so_lefttoepancm,so_brakepedalcm,so_parkingbrakecm,so_rockerpanellateralaveragecm,so_steeringcolumn,so_upperhingepillarmaxcm,so_upperdashcm,so_lowerinstrumentpanelcm,so_headheadhic15,so_necknecktensionkn,so_maximumnij,so_kneethighhipinjuryrisk,so_maximumtibiaindex,so_tibiaaxialforcekn,so_footaccelerationg,mo_footwellintrusionfootrestcm,mo_brakepedalcm,mo_apillarrearwardmovementcm,mo_headheadhic15,mo_necknecktensionkn,mo_maximumnij,mo_femurkn,mo_kneedisplacementmm,mo_maximumtibiaindex,mo_tibiaaxialforcekn,mo_footaccelerationg,mo_instrpanelrearmovement,mo_footwellintrusion,sd_bpillarto,sd_headhic15,sd_necknecktensionkn,sd_compressionkn,sd_torsomaximumdeflection,sd_averagedeflectionmm,sd_maximumdeflectionratems,sd_maximumviscouscriterionms,sd_pelvisiliacforcekn,sd_acetabulumforcekn,sd_combinedforcekn,sd_leftfemurleftfemurlmforcekn,sd_lmmomentnm,sd_apmomentnm,rf_curbweight,rf_peakforce,rf_strengthtoweightratio,rolloverpossibilityAvg,rolloverpossibilityAvg,med_lengthins,med_widthins,med_heighthins,med_weightlbs,med_epa_combined,RatingsMissing_SO,RatingsMissing_SD,RatingsMissing_MO,RatingsMissing_RF,RatingsMissing_SD_By_Year_FE,RatingsMissing_SO_By_Year_FE,RatingsMissing_MO_By_Year_FE,RatingsMissing_RF_By_Year_FE,RolloverPossYearMissing,floor_iihs_overall_sd,floor_iihs_overall_mo,floor_iihs_overall_so_driver,floor_iihs_overall_rf
9.37e-06,1,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,11,2,270,1.3,.36,4.75,.5,4.1,1.165,106,3.5,15.33333,-5.5,295,1.8,0,39,31,5.79,.82,4.7,1.8,6.5,.4,66,-17,3638,8834,2.43,.1885,.1885,170.3,70.7,66.1,3240,25.25,1,0,0,0,"20070","20071","20070","20070","0",3,3,-99,1
3.87e-06,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,11,2,270,1.3,.36,4.75,.5,4.1,1.165,106,3.5,15.33333,-5.5,295,1.8,0,39,31,5.79,.82,4.7,1.8,6.5,.4,66,-17,3638,8834,2.43,.1885,.1885,170.3,70.7,66.1,3240,22.25,1,0,0,0,"20080","20081","20080","20080","0",3,3,-99,1
4.44e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,11,2,270,1.3,.36,4.75,.5,4.1,1.165,106,3.5,15.33333,-5.5,295,1.8,0,39,31,5.79,.82,4.7,1.8,6.5,.4,66,-17,3638,8834,2.43,.1885,.1885,170.3,70.7,66.1,3240,22.25,1,0,0,0,"20090","20091","20090","20090","0",3,3,-99,1
2.59e-06,1,0,22,16,17,11,41,8,11,22,22,22,158,1.7,.33,.5,.76,1.95,64.5,4,9,0,213,.9,.2,1.45,0,1.75,.265,61.5,0,9,-10.5,177,1.4,.4,37,32,3.16,.59,1.9,2.5,4.3,1.1,131,-20,3359,14887,4.43,-99,-99,173.2,71.1,65.2,3179,25.6,0,0,0,0,"20100","20100","20100","20100","2010",4,4,1,4
2.80e-06,0,4,22,16,17,11,41,8,11,22,22,22,158,1.7,.33,.5,.76,1.95,64.5,4,9,0,213,.9,.2,1.45,0,1.75,.265,61.5,0,9,-10.5,177,1.4,.4,37,32,3.16,.59,1.9,2.5,4.3,1.1,131,-20,3359,14887,4.43,-99,-99,173.2,71.7,65.2,3179,23.15,0,0,0,0,"20110","20110","20110","20110","2011",4,4,1,4
4.40e-06,0,6,22,16,17,11,41,8,11,22,22,22,158,1.7,.33,.5,.76,1.95,64.5,4,9,0,213,.9,.2,1.45,0,1.75,.265,61.5,0,9,-10.5,177,1.4,.4,37,32,3.16,.59,1.9,2.5,4.3,1.1,131,-20,3359,14887,4.43,.178,.178,173.2,71.7,65.2,3179,23.15,0,0,0,0,"20120","20120","20120","20120","0",4,4,1,4
2.30e-06,0,3,22,16,17,11,41,8,11,22,22,22,158,1.7,.33,.5,.76,1.95,64.5,4,9,0,213,.9,.2,1.45,0,1.75,.265,61.5,0,9,-10.5,177,1.4,.4,37,32,3.16,.59,1.9,2.5,4.3,1.1,131,-20,3359,14887,4.43,.178,.178,173.2,71.7,65.2,3139,23.15,0,0,0,0,"20130","20130","20130","20130","0",4,4,1,4
4.16e-06,2,1,22,16,17,11,41,8,11,22,22,22,158,1.7,.33,.5,.76,1.95,64.5,4,9,0,213,.9,.2,1.45,0,1.75,.265,61.5,0,9,-10.5,177,1.4,.4,37,32,3.16,.59,1.9,2.5,4.3,1.1,131,-20,3359,14887,4.43,.178,.178,173.2,71.7,65.2,3232,25.700001,0,0,0,0,"20140","20140","20140","20140","0",4,4,1,4
1.31e-06,0,1,22,16,17,11,41,8,11,22,22,22,158,1.7,.33,.5,.76,1.95,64.5,4,9,0,213,.9,.2,1.45,0,1.75,.265,61.5,0,9,-10.5,177,1.4,.4,37,32,3.16,.59,1.9,2.5,4.3,1.1,131,-20,3359,14887,4.43,.178,.178,173.2,71.7,65.2,3666.5,37.800002,0,0,0,0,"20150","20150","20150","20150","0",4,4,1,4
8.79e-07,0,1,5,7,6,6,15,2,2,4,5,4,399,1,.26,0,.6,1.75,69,7,10,0,194,.4,.26,1.05,.5,1.75,.545,81,1,9.666667,-13,332,.7,1.2,28,27,4.98,.52,2.7,2.2,4.9,.7,107,33,3449,18531,5.37,.1585,.1585,174.7,72.25,65,3713,38.250001,0,0,0,0,"20160","20160","20160","20160","0",4,4,4,4
0,0,0,5,7,6,6,15,2,2,4,5,4,399,1,.26,0,.6,1.75,69,7,10,0,194,.4,.26,1.05,.5,1.75,.545,81,1,9.666667,-13,332,.7,1.2,28,27,4.98,.52,2.7,2.2,4.9,.7,107,33,3449,18531,5.37,.1585,.1585,174.7,72.25,65,3700.5,38.250001,0,0,0,0,"20170","20170","20170","20170","0",4,4,4,4
8.67e-06,0,6,21,14,7,3,,13,9,17,18,16,100,1.4,.38,0,.8,2.75,51,6,10,1,281,1.8,.33,1.75,2.5,2.15,.48,105,0,6.333333,-16.5,176,1.2,.4,33,30,6.92,.53,1.1,1.1,2.2,.8,330,68,2739,15303,5.59,-99,-99,189.8,72.2,57.9,2584,33.400002,0,0,0,0,"20120","20120","20120","20120","2012",3,4,2,4
7.56e-06,2,3,21,14,7,3,,13,9,17,18,16,100,1.4,.38,0,.8,2.75,51,6,10,1,281,1.8,.33,1.75,2.5,2.15,.48,105,0,6.333333,-16.5,176,1.2,.4,33,30,6.92,.53,1.1,1.1,2.2,.8,330,68,2739,15303,5.59,-99,-99,166.1,70.5,55.1,2584,33.400002,0,0,0,0,"20130","20130","20130","20130","2013",3,4,2,4
6.12e-06,0,1,21,14,7,3,,13,9,17,18,16,100,1.4,.38,0,.8,2.75,51,6,10,1,281,1.8,.33,1.75,2.5,2.15,.48,105,0,6.333333,-16.5,176,1.2,.4,33,30,6.92,.53,1.1,1.1,2.2,.8,330,68,2739,15303,5.59,.105,.105,166.1,70.5,55.1,2584,30.049999,0,0,0,0,"20140","20140","20140","20140","0",3,4,2,4
0,0,0,21,14,7,3,,13,9,17,18,16,100,1.4,.38,0,.8,2.75,51,6,10,1,281,1.8,.33,1.75,2.5,2.15,.48,105,0,6.333333,-16.5,176,1.2,.4,33,30,6.92,.53,1.1,1.1,2.2,.8,330,68,2739,15303,5.59,.105,.105,166.1,70.5,55.1,2672,30.049999,0,0,0,0,"20150","20150","20150","20150","0",3,4,2,4
2.05e-06,0,1,21,14,7,3,,13,9,17,18,16,100,1.4,.38,0,.8,2.75,51,6,10,1,281,1.8,.33,1.75,2.5,2.15,.48,105,0,6.333333,-16.5,176,1.2,.4,33,30,6.92,.53,1.1,1.1,2.2,.8,330,68,2739,15303,5.59,.105,.105,166.1,70.5,55.1,2672,30.6,0,0,0,0,"20160","20160","20160","20160","0",3,4,2,4
0,0,0,21,14,7,3,,13,9,17,18,16,100,1.4,.38,0,.8,2.75,51,6,10,1,281,1.8,.33,1.75,2.5,2.15,.48,105,0,6.333333,-16.5,176,1.2,.4,33,30,6.92,.53,1.1,1.1,2.2,.8,330,68,2739,15303,5.59,.105,.105,166.1,70.5,55.1,2672,30.15,0,0,0,0,"20170","20170","20170","20170","0",3,4,2,4
3.58e-06,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,2,275,1.3,.78,4.5,4.5,2.1,.335,94,5,12.66667,-9,95,1.3,0,41,32,3.28,.46,1.9,1,2.8,.4,83,-33,-99,-99,-99,.164,.164,190.6,76.6,68.9,,21.15,1,0,0,1,"20070","20071","20070","20071","0",4,4,-99,-99
2.65e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,2,275,1.3,.78,4.5,4.5,2.1,.335,94,5,12.66667,-9,95,1.3,0,41,32,3.28,.46,1.9,1,2.8,.4,83,-33,-99,-99,-99,.164,.164,190.6,76.6,68.9,4266,19.15,1,0,0,1,"20080","20081","20080","20081","0",4,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,2,275,1.3,.78,4.5,4.5,2.1,.335,94,5,12.66667,-9,95,1.3,0,41,32,3.28,.46,1.9,1,2.8,.4,83,-33,-99,-99,-99,.164,.164,190.6,76.6,68.9,4266,19.15,1,0,0,1,"20090","20091","20090","20091","0",4,4,-99,-99
3.51e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,2,275,1.3,.78,4.5,4.5,2.1,.335,94,5,12.66667,-9,95,1.3,0,41,32,3.28,.46,1.9,1,2.8,.4,83,-33,-99,-99,-99,.164,.164,190.6,76.6,71.1,4266,19.15,1,0,0,1,"20100","20101","20100","20101","0",4,4,-99,-99
6.12e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,2,275,1.3,.78,4.5,4.5,2.1,.335,94,5,12.66667,-9,95,1.3,0,41,32,3.28,.46,1.9,1,2.8,.4,83,-33,-99,-99,-99,.164,.164,190.6,76.6,71.1,4266,19.25,1,0,0,1,"20110","20111","20110","20111","0",4,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,2,275,1.3,.78,4.5,4.5,2.1,.335,94,5,12.66667,-9,95,1.3,0,41,32,3.28,.46,1.9,1,2.8,.4,83,-33,-99,-99,-99,.164,.164,190.6,76.6,71.1,4266,19.25,1,0,0,1,"20120","20121","20120","20121","0",4,4,-99,-99
5.83e-06,0,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,10,2,308,1.5,.49,4.2,3,2.6,.79,68.5,5,9,-1,218,1.2,.2,42,39,5.21,.98,4.9,3,7.8,.3,123,41,-99,-99,-99,.107,.107,192.7,72.8,58.7,3629,22.049999,1,0,0,1,"20060","20061","20060","20061","0",3,4,-99,-99
9.04e-06,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,10,2,308,1.5,.49,4.2,3,2.6,.79,68.5,5,9,-1,218,1.2,.2,42,39,5.21,.98,4.9,3,7.8,.3,123,41,-99,-99,-99,.107,.107,192.7,72.8,58.7,3629,23.049999,1,0,0,1,"20070","20071","20070","20071","0",3,4,-99,-99
8.05e-06,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,10,2,308,1.5,.49,4.2,3,2.6,.79,68.5,5,9,-1,218,1.2,.2,42,39,5.21,.98,4.9,3,7.8,.3,123,41,-99,-99,-99,.107,.107,192.7,72.8,58.7,3609,21.6,1,0,0,1,"20080","20081","20080","20081","0",3,4,-99,-99
.000014,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,10,2,308,1.5,.49,4.2,3,2.6,.79,68.5,5,9,-1,218,1.2,.2,42,39,5.21,.98,4.9,3,7.8,.3,123,41,-99,-99,-99,.107,.107,192.7,72.8,58.7,3629,21.6,1,0,0,1,"20090","20091","20090","20091","0",3,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,10,2,308,1.5,.49,4.2,3,2.6,.79,68.5,5,9,-1,218,1.2,.2,42,39,5.21,.98,4.9,3,7.8,.3,123,41,-99,-99,-99,.107,.107,192.7,72.8,58.7,3629,21.6,1,0,0,1,"20100","20101","20100","20101","0",3,4,-99,-99
.0000119,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,10,2,308,1.5,.49,4.2,3,2.6,.79,68.5,5,9,-1,218,1.2,.2,42,39,5.21,.98,4.9,3,7.8,.3,123,41,-99,-99,-99,.107,.107,193.3,72.8,58.7,3576,23.6,1,0,0,1,"20110","20111","20110","20111","0",3,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,1,115,.9,.17,1.3,3.5,2.95,.555,55,.5,9.333333,-13.5,147,1.2,.1,25,23,6.43,.49,2.5,1.8,4.2,.7,142,23,3626,17249,4.76,-99,-99,193.3,73.2,57.9,3605,24.049999,1,0,0,0,"20120","20121","20120","20120","2012",4,4,-99,4
.0000101,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,1,115,.9,.17,1.3,3.5,2.95,.555,55,.5,9.333333,-13.5,147,1.2,.1,25,23,6.43,.49,2.5,1.8,4.2,.7,142,23,3626,17249,4.76,-99,-99,193.3,73.2,57.9,3605,24.5,1,0,0,0,"20130","20131","20130","20130","2013",4,4,-99,4
.0000159,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,11,1,115,.9,.17,1.3,3.5,2.95,.555,55,.5,9.333333,-13.5,147,1.2,.1,25,23,6.43,.49,2.5,1.8,4.2,.7,142,23,3626,17249,4.76,-99,-99,193.3,73.2,57.9,3605,23.5,1,0,0,0,"20140","20141","20140","20140","2014",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-13.5,147,1.2,.1,25,23,6.43,.49,2.5,1.8,4.2,.7,142,23,3626,17249,4.76,-99,-99,193.3,73.2,57.9,3605,23.5,1,0,0,0,"20150","20151","20150","20150","2015",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-13.5,147,1.2,.1,25,23,6.43,.49,2.5,1.8,4.2,.7,142,23,3626,17249,4.76,-99,-99,193.7,73.2,57.9,3684,24.049999,1,0,0,0,"20160","20161","20160","20160","2016",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-13.5,147,1.2,.1,25,23,6.43,.49,2.5,1.8,4.2,.7,142,23,3626,17249,4.76,-99,-99,193.7,73.2,57.9,3684,23.6,1,0,0,0,"20170","20171","20170","20170","2017",4,4,-99,4
2.73e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-14,158,.4,.1,20,18,4.07,.22,.7,2,2.6,.6,140,-59,3970,15878,4,.13,.13,182.3,71,61.9,3752,20.15,1,0,0,0,"20080","20081","20080","20080","0",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-14,158,.4,.1,20,18,4.07,.22,.7,2,2.6,.6,140,-59,3970,15878,4,.13,.13,182.3,71,61.9,3752,20.15,1,0,0,0,"20090","20091","20090","20090","0",4,4,-99,4
3.08e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-14,158,.4,.1,20,18,4.07,.22,.7,2,2.6,.6,140,-59,3970,15878,4,-99,-99,182.3,71,62.6,3757,20.15,1,0,0,0,"20100","20101","20100","20100","2010",4,4,-99,4
5.26e-06,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-14,158,.4,.1,20,18,4.07,.22,.7,2,2.6,.6,140,-59,3970,15878,4,.13,.13,182.3,71,62.6,3764,20.15,1,0,0,0,"20110","20111","20110","20110","0",4,4,-99,4
.0000101,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-14,158,.4,.1,20,18,4.07,.22,.7,2,2.6,.6,140,-59,3970,15878,4,.13,.13,182.3,71,62.6,3753,20.15,1,0,0,0,"20120","20121","20120","20120","0",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-14,158,.4,.1,20,18,4.07,.22,.7,2,2.6,.6,140,-59,3970,15878,4,.13,.13,182.3,71,62.6,3790,20.6,1,0,0,0,"20130","20131","20130","20130","0",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-1,167,.8,.2,27,25,2.49,.23,1.4,1.2,2.5,.2,67,-113,3970,15878,4,.13,.13,182.3,71,62.6,3790,20.6,1,0,0,0,"20140","20141","20140","20140","0",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-1,167,.8,.2,27,25,2.49,.23,1.4,1.2,2.5,.2,67,-113,3970,15878,4,.13,.13,182.3,71,62.6,3790,20.6,1,0,0,0,"20150","20151","20150","20150","0",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-9,147,1.4,.4,22,18,2.71,.24,1,1.6,2.5,.6,24,-127,-99,-99,-99,.13,.13,186.8,71,62.7,3855,20.15,1,0,0,1,"20160","20161","20160","20161","0",4,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,0,237,1.1,.26,1.6,6.5,1.95,.595,85.5,1,7.333333,-9,147,1.4,.4,22,18,2.71,.24,1,1.6,2.5,.6,24,-127,-99,-99,-99,.13,.13,186.8,71,62.7,3855,20.15,1,0,0,1,"20170","20171","20170","20171","0",4,4,-99,-99
5.40e-06,2,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,0,539,1.1,.24,2.7,0,1.8,.32,73,,5.833333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,189.1,75.8,65,4110,19.700001,1,1,0,1,"20051","20051","20050","20051","2005",-99,4,-99,-99
2.14e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,0,539,1.1,.24,2.7,0,1.8,.32,73,,5.833333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,189.1,75.8,65,4110,19.700001,1,1,0,1,"20061","20061","20060","20061","2006",-99,4,-99,-99
4.67e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,0,539,1.1,.24,2.7,0,1.8,.32,73,,5.833333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,189.1,75.8,65,4156,19.700001,1,1,0,1,"20071","20071","20070","20071","2007",-99,4,-99,-99
4.46e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,4,0,539,1.1,.24,2.7,0,1.8,.32,73,,5.833333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,189.1,75.8,65,4151,18.15,1,1,0,1,"20081","20081","20080","20081","2008",-99,4,-99,-99
6.68e-06,0,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,242,1.5,.27,1.9,0,1.9,.285,62.5,-2,4.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4094,19.15,1,1,0,1,"20091","20091","20090","20091","2009",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,242,1.5,.27,1.9,0,1.9,.285,62.5,-2,4.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4094,19.15,1,1,0,1,"20101","20101","20100","20101","2010",-99,4,-99,-99
6.39e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,242,1.5,.27,1.9,0,1.9,.285,62.5,-2,4.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4158,19.15,1,1,0,1,"20111","20111","20110","20111","2011",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,242,1.5,.27,1.9,0,1.9,.285,62.5,-2,4.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4162,19.15,1,1,0,1,"20121","20121","20120","20121","2012",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4209,20.15,1,1,1,1,"20131","20131","20131","20131","2013",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,0,242,1.5,.27,1.9,0,1.9,.285,62.5,-2,4.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4209,20.15,1,1,0,1,"20141","20141","20140","20141","2014",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,65,4209,20.15,1,1,0,1,"20151","20151","20150","20151","2015",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,1,1,0,1,"20161","20161","20160","20161","2016",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.3,75.9,68.6,4209,20.15,1,1,0,1,"20171","20171","20170","20171","2017",-99,4,-99,-99
.0000121,2,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,11,2,289,1.3,.35,4.85,3,1.4,.47,65,3,10.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,182.2,71.5,54.8,3486,21.6,1,1,0,1,"20051","20051","20050","20051","2005",-99,4,-99,-99
.0000128,7,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,11,2,289,1.3,.35,4.85,3,1.4,.47,65,3,10.66667,-.5,267,.9,.1,35,31,5.85,.87,3.6,3.3,6.7,1.3,387,-91,-99,-99,-99,-99,-99,182.2,71.5,54.8,3505,21.15,1,0,0,1,"20060","20061","20060","20061","2006",3,4,-99,-99
.0000117,4,20,22,22,14,9,22,7,1,14,13,13,88,.7,.16,.5,.525,1.75,66,4,9,0,141,1.1,.21,1.15,1,2.5,.41,95,1.5,7,-10.5,158,.9,.1,28,26,3.59,.37,1.3,3,4.2,.3,215,39,3626,14435,3.98,-99,-99,182.2,71.5,54.8,3505,21.15,0,0,0,0,"20070","20070","20070","20070","2007",4,4,3,3
.000011,3,18,22,22,14,9,22,7,1,14,13,13,88,.7,.16,.5,.525,1.75,66,4,9,0,141,1.1,.21,1.15,1,2.5,.41,95,1.5,7,-10.5,158,.9,.1,28,26,3.59,.37,1.3,3,4.2,.3,215,39,3626,14435,3.98,.0505,.0505,185.05,70.8,56,3556.5,20.425,0,0,0,0,"20080","20080","20080","20080","0",4,4,3,3
.0000106,2,9,22,22,14,9,22,7,1,14,13,13,88,.7,.16,.5,.525,1.75,66,4,9,0,141,1.1,.21,1.15,1,2.5,.41,95,1.5,7,-10.5,158,.9,.1,28,26,3.59,.37,1.3,3,4.2,.3,215,39,3626,14435,3.98,.0336667,.0336667,187,69.8,57.2,3581,21.6,0,0,0,0,"20090","20090","20090","20090","0",4,4,3,3
5.42e-06,1,5,22,22,14,9,22,7,1,14,13,13,88,.7,.16,.5,.525,1.75,66,4,9,0,141,1.1,.21,1.15,1,2.5,.41,95,1.5,7,-10.5,158,.9,.1,28,26,3.59,.37,1.3,3,4.2,.3,215,39,3626,14435,3.98,.0336667,.0336667,187,69.8,57.2,3605,22.6,0,0,0,0,"20100","20100","20100","20100","0",4,4,3,3
.0000112,3,15,22,22,14,9,22,7,1,14,13,13,88,.7,.16,.5,.525,1.75,66,4,9,0,141,1.1,.21,1.15,1,2.5,.41,95,1.5,7,-10.5,158,.9,.1,28,26,3.59,.37,1.3,3,4.2,.3,215,39,3626,14435,3.98,.0404,.0404,187.9,69.8,57.2,3534,24.049999,0,0,0,0,"20110","20110","20110","20110","0",4,4,3,3
